College Name,Course,Caste,Gender,Rank Range,Cutoff Marks
MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BCB,Female,121179-121180,121180
MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),INFORMATION TECHNOLOGY,BCB,Female,68979-68980,68980
MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),MECHANICAL ENGINEERING,BCB,Female,119892-119893,119893
MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),CIVIL ENGINEERING,BCB,Female,121249-121250,121250
MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BCB,Female,65140-65141,65141
MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCB,Female,80561-80562,80562
MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BCB,Female,52019-52020,52020
MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,BCB,Female,90425-90426,90426
MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCB,Female,113730-113731,113731
MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,BCB,Female,113953-113954,113954
MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BCB,Female,120940-120941,120941
MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),INFORMATION TECHNOLOGY,BCB,Female,75241-75242,75242
MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),MECHANICAL ENGINEERING,BCB,Female,108988-108989,108989
MALLA REDDY INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BCB,Female,101261-101262,101262
M N R COLLEGE OF PHARMACY,B. PHARMACY (M.P.C. STREAM),BCB,Female,36117-36118,36118
MNRCOLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BCB,Female,110627-110628,110628
MNRCOLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,BCB,Female,108770-108771,108771
MNRCOLLEGE OF ENGINEERING AND TECHNOLOGY,MECHANICAL ENGINEERING,BCB,Female,121350-121351,121351
MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,CIVIL ENGINEERING,BCB,Female,102830-102831,102831
MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BCB,Female,62368-62369,62369
MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCB,Female,98908-98909,98909
MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,BCB,Female,115148-115149,115149
MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,BCB,Female,78789-78790,78790
MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,MECHANICAL ENGINEERING,BCB,Female,101632-101633,101633
MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,MINING ENGINEERING,BCB,Female,93693-93694,93694
MALLA REDDY COLLEGE OF ENGINEERING,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,BCB,Female,89344-89345,89345
MALLA REDDY COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCB,Female,114403-114404,114404
MALLA REDDY COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING,BCB,Female,114042-114043,114043
MALLA REDDY COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCB,Female,107602-107603,107603
MALLA REDDY COLLEGE OF ENGINEERING,ELECTRONICS AND COMMUNICATION ENGINEERING,BCB,Female,118655-118656,118656
MALLA REDDY COLLEGE OF ENGINEERING,INFORMATION TECHNOLOGY,BCB,Female,119230-119231,119231
MALLA REDDY COLLEGE OF ENGINEERING,MECHANICAL ENGINEERING,BCB,Female,55613-55614,55614
MALLA REDDY COLLEGE OF PHARMACY,B. PHARMACY (M.P.C. STREAM),BCB,Female,109425-109426,109426
MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BCB,Female,53034-53035,53035
MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCB,Female,43493-43494,43494
MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BCB,Female,33163-33164,33164
MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCB,Female,31422-31423,31423
MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (IOT),BCB,Female,68363-68364,68364
MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,BCB,Female,92989-92990,92990
MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BCB,Female,110828-110829,110829
MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),INFORMATION TECHNOLOGY,BCB,Female,94591-94592,94592
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,BCB,Female,88910-88911,88911
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),CIVIL ENGINEERING,BCB,Female,119254-119255,119255
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BCB,Female,92881-92882,92882
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCB,Female,60298-60299,60299
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BCB,Female,31830-31831,31831
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCB,Female,41224-41225,41225
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (IOT),BCB,Female,78034-78035,78035
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,BCB,Female,95320-95321,95321
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BCB,Female,100570-100571,100571
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),INFORMATION TECHNOLOGY,BCB,Female,48194-48195,48195
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MECHANICAL ENGINEERING,BCB,Female,120826-120827,120827
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MINING ENGINEERING,BCB,Female,121053-121054,121054
MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,CIVIL ENGINEERING,BCB,Female,68503-68504,68504
MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BCB,Female,95021-95022,95022
MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCB,Female,114745-114746,114746
MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,COMPUTER SCIENCE AND ENGINEERING,BCB,Female,90319-90320,90320
MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCB,Female,109676-109677,109677
MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,COMPUTER SCIENCE AND ENGINEERING (IOT),BCB,Female,111481-111482,111482
MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,ELECTRONICS AND COMMUNICATION ENGINEERING,BCB,Female,120710-120711,120711
MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,ELECTRICAL AND ELECTRONICS ENGINEERING,BCB,Female,103492-103493,103493
MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,INFORMATION TECHNOLOGY,BCB,Female,119163-119164,119164
MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,MECHANICAL ENGINEERING,BCB,Female,64178-64179,64179
MALLAREDDY INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCB,Female,113808-113809,113809
MALLAREDDY INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BCB,Female,72582-72583,72583
MALLAREDDY INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCB,Female,111333-111334,111334
MALLAREDDY INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,BCB,Female,101387-101388,101388
MALLAREDDY INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),INFORMATION TECHNOLOGY,BCB,Female,95885-95886,95886
MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,BCB,Female,78211-78212,78212
MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN,ELECTRONICS AND COMMUNICATION ENGINEERING,BCB,Female,113373-113374,113374
MALLAREDDY INST OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BCB,Female,109450-109451,109451
MALLAREDDY INST OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCB,Female,121463-121464,121464
MALLAREDDY INST OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING,BCB,Female,94553-94554,94554
MALLAREDDY INST OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCB,Female,114561-114562,114562
MALLAREDDY INST OF TECHNOLOGY AND SCI,ELECTRONICS AND COMMUNICATION ENGINEERING,BCB,Female,118605-118606,118606
MALLAREDDY INST OF TECHNOLOGY AND SCI,INFORMATION TECHNOLOGY,BCB,Female,111488-111489,111489
ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,BCB,Female,73209-73210,73210
ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,BCB,Female,101468-101469,101469
ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),CIVIL ENGINEERING,BCB,Female,91041-91042,91042
ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BCB,Female,44393-44394,44394
ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE & DESIGN,BCB,Female,111765-111766,111766
ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCB,Female,52850-52851,52851
ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,BCB,Female,111612-111613,111613
ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BCB,Female,107953-107954,107954
ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),INFORMATION TECHNOLOGY,BCB,Female,77477-77478,77478
ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),MECHANICAL ENGINEERING,BCB,Female,48926-48927,48927
MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BCB,Female,117832-117833,117833
MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,BCB,Female,118843-118844,118844
MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCB,Female,110882-110883,110883
MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,BCB,Female,73170-73171,73171
MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,BCB,Female,96902-96903,96903
MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,MECHANICAL ENGINEERING,BCB,Female,25530-25531,25531
M V S R ENGINEERING COLLEGE (AUTONOMOUS),AUTOMOBILE ENGINEERING,BCB,Female,120046-120047,120047
M V S R ENGINEERING COLLEGE (AUTONOMOUS),CIVIL ENGINEERING,BCB,Female,118010-118011,118011
M V S R ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BCB,Female,15878-15879,15879
M V S R ENGINEERING COLLEGE (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,BCB,Female,81556-81557,81557
M V S R ENGINEERING COLLEGE (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BCB,Female,119990-119991,119991
M V S R ENGINEERING COLLEGE (AUTONOMOUS),INFORMATION TECHNOLOGY,BCB,Female,31639-31640,31640
M V S R ENGINEERING COLLEGE (AUTONOMOUS),MECHANICAL ENGINEERING,BCB,Female,108198-108199,108199
NALANDA COLLEGE OF PHARMACY,B. PHARMACY (M.P.C. STREAM),BCB,Female,114699-114700,114700
NOBLE COLLEGE OF ENGG TECHNOLOGY FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,BCB,Female,121283-121284,121284
NEIL GOGTE INST OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BCB,Female,30366-30367,30367
NEIL GOGTE INST OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCB,Female,45868-45869,45869
NIGAMA ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING,BCB,Female,118136-118137,118137
NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY,CIVIL ENGINEERING,BCB,Female,84347-84348,84348
NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BCB,Female,121221-121222,121222
NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),CIVIL ENGINEERING,BCB,Female,113297-113298,113298
NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCB,Female,110991-110992,110992
NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BCB,Female,70548-70549,70549
NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCB,Female,105214-105215,105215
NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,BCB,Female,114692-114693,114693
NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BCB,Female,110000-110001,110001
NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),INFORMATION TECHNOLOGY,BCB,Female,99963-99964,99964
NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),MECHANICAL ENGINEERING,BCB,Female,115186-115187,115187
NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),B. PHARMACY (M.P.C. STREAM),BCB,Female,120503-120504,120504
NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),CIVIL ENGINEERING,BCB,Female,118467-118468,118468
NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BCB,Female,105588-105589,105589
NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCB,Female,112585-112586,112586
NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BCB,Female,91791-91792,91792
NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCB,Female,108845-108846,108846
NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,BCB,Female,113721-113722,113722
NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BCB,Female,119602-119603,119603
NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MECHANICAL ENGINEERING,BCB,Female,98281-98282,98282
NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,BCB,Female,114188-114189,114189
NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),CIVIL ENGINEERING,BCB,Female,71652-71653,71653
NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BCB,Female,107348-107349,107349
NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCB,Female,114408-114409,114409
NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,BCB,Female,114996-114997,114997
NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BCB,Female,93190-93191,93191
NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MECHANICAL ENGINEERING,BCB,Female,91836-91837,91837
OMEGA COLLEGE OF PHARMACY,B. PHARMACY (M.P.C. STREAM),BCB,Female,69232-69233,69233
O U COLLEGE OF ENGG HYDERABAD,BIO-MEDICAL ENGINEERING,BCB,Female,35796-35797,35797
O U COLLEGE OF ENGG HYDERABAD,CIVIL ENGINEERING,BCB,Female,26048-26049,26049
O U COLLEGE OF ENGG HYDERABAD,COMPUTER SCIENCE AND ENGINEERING,BCB,Female,4042-4043,4043
O U COLLEGE OF ENGG HYDERABAD,ELECTRONICS AND COMMUNICATION ENGINEERING,BCB,Female,8699-8700,8700
O U COLLEGE OF ENGG HYDERABAD,ELECTRICAL AND ELECTRONICS ENGINEERING,BCB,Female,18732-18733,18733
O U COLLEGE OF ENGG HYDERABAD,MECHANICAL ENGINEERING,BCB,Female,40149-40150,40150
O U COLLEGE OF ENGG HYDERABAD - SELF FINANCE,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,BCB,Female,8522-8523,8523
O U COLLEGE OF ENGG HYDERABAD - SELF FINANCE,MINING ENGINEERING,BCB,Female,119200-119201,119201
O U COLLEGE OF TECH HYDERABAD,CHEMICAL ENGINEERING,BCB,Female,51837-51838,51838
O U COLLEGE OF TECH HYDERABAD,FOOD TECHNOLOGY,BCB,Female,107238-107239,107239
O U COLLEGE OF TECH HYDERABAD,TEXTILE TECHNOLOGY,BCB,Female,120363-120364,120364
O U COLLEGE OF TECH HYDERABAD - SELF FINANCE,FOOD TECHNOLOGY,BCB,Female,103294-103295,103295
O U COLLEGE OF TECH HYDERABAD - SELF FINANCE,TEXTILE TECHNOLOGY,BCB,Female,116991-116992,116992
PALLAVI ENGINEERING COLLEGE,CIVIL ENGINEERING,BCB,Female,92893-92894,92894
PALLAVI ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BCB,Female,95065-95066,95066
PALLAVI ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCB,Female,111294-111295,111295
PALLAVI ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING,BCB,Female,93835-93836,93836
PALLAVI ENGINEERING COLLEGE,ELECTRONICS AND COMMUNICATION ENGINEERING,BCB,Female,106775-106776,106776
PALLAVI ENGINEERING COLLEGE,ELECTRICAL AND ELECTRONICS ENGINEERING,BCB,Female,119265-119266,119266
PRINCETON INST OF ENGG TECH FOR WOMEN,CIVIL ENGINEERING,BCB,Female,120835-120836,120836
PRINCETON INST OF ENGG TECH FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BCB,Female,116656-116657,116657
PRINCETON INST OF ENGG TECH FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCB,Female,112241-112242,112242
PRINCETON INST OF ENGG TECH FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,BCB,Female,85987-85988,85988
PRINCETON INST OF ENGG TECH FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCB,Female,107511-107512,107512
PRINCETON INST OF ENGG TECH FOR WOMEN,ELECTRONICS AND COMMUNICATION ENGINEERING,BCB,Female,111850-111851,111851
PALAMUR UNIVERSITY,B. PHARMACY (M.P.C. STREAM),BCB,Female,110407-110408,110408
PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,BCB,Female,112435-112436,112436
PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,BCB,Female,104181-104182,104182
PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCB,Female,114818-114819,114819
PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,ELECTRONICS AND COMMUNICATION ENGINEERING,BCB,Female,109637-109638,109638
RISHI MS INST OF ENGG AND TECH FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,BCB,Female,109480-109481,109481
RISHI MS INST OF ENGG AND TECH FOR WOMEN,ELECTRONICS AND COMMUNICATION ENGINEERING,BCB,Female,106570-106571,106571
RISHI MS INST OF ENGG AND TECH FOR WOMEN,INFORMATION TECHNOLOGY,BCB,Female,53450-53451,53451
SAI SPURTI INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BCB,Female,100248-100249,100249
SAI SPURTI INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCB,Female,114922-114923,114923
SAI SPURTI INSTITUTE OF TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,BCB,Female,114256-114257,114257
SAI SPURTI INSTITUTE OF TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,BCB,Female,119585-119586,119586
SAI SPURTI INSTITUTE OF TECHNOLOGY,MECHANICAL ENGINEERING,BCB,Female,39436-39437,39437
SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,CIVIL ENGINEERING,BCB,Female,82821-82822,82822
SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BCB,Female,87532-87533,87533
SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,BCB,Female,113166-113167,113167
SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,BCB,Female,61750-61751,61751
SURABHI DAYAKAR RAO COLLEGE OF PHARMACY,B. PHARMACY (M.P.C. STREAM),BCB,Female,118156-118157,118157
SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,CIVIL ENGINEERING,BCB,Female,120027-120028,120028
SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,COMPUTER SCIENCE AND BUSINESS SYSTEM,BCB,Female,115495-115496,115496
SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,COMPUTER SCIENCE AND ENGINEERING,BCB,Female,109659-109660,109660
SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,BCB,Female,110233-110234,110234
SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCB,Female,112748-112749,112749
SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,ELECTRONICS AND COMMUNICATION ENGINEERING,BCB,Female,113745-113746,113746
SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,ELECTRICAL AND ELECTRONICS ENGINEERING,BCB,Female,97905-97906,97906
SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,MECHANICAL ENGINEERING,BCB,Female,63940-63941,63941
SRIDEVI WOMENS ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING,BCB,Female,77155-77156,77156
SRIDEVI WOMENS ENGINEERING COLLEGE,ELECTRONICS AND COMMUNICATION ENGINEERING,BCB,Female,113267-113268,113268
SRIDEVI WOMENS ENGINEERING COLLEGE,ELECTRICAL AND ELECTRONICS ENGINEERING,BCB,Female,53393-53394,53394
SRIDEVI WOMENS ENGINEERING COLLEGE,INFORMATION TECHNOLOGY,BCB,Female,97282-97283,97283
SREE DATTHA GRP OF INSTNS,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BCB,Female,95657-95658,95658
SREE DATTHA GRP OF INSTNS,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCB,Female,119937-119938,119938
SREE DATTHA GRP OF INSTNS,COMPUTER SCIENCE AND ENGINEERING,BCB,Female,104506-104507,104507
SREE DATTHA GRP OF INSTNS,ELECTRONICS AND COMMUNICATION ENGINEERING,BCB,Female,91024-91025,91025
